Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
mischgemuese-in-salzlake,Mischgemüse in salzlake,<p>Mischgemüse in salzlake — Canned Goods</p>,A&A International Supermarkt,Food & Grocery,Canned Goods,canned-goods,TRUE,Size,Stk,8690777125284,,shopify,100,deny,manual,7.49,,TRUE,TRUE,8690777125284,,1,Mischgemüse in salzlake,FALSE,Mischgemüse in salzlake | A&A International Supermarkt,Buy Mischgemüse in salzlake at A&A International Supermarkt. Canned Goods — authentic international products.,active
weintrauben-blaetter,Weintrauben Blätter,<p>Weintrauben Blätter — Canned Goods</p>,A&A International Supermarkt,Food & Grocery,Canned Goods,canned-goods,TRUE,Size,Stk,8690777008679,,shopify,100,deny,manual,3.99,,TRUE,TRUE,8690777008679,,1,Weintrauben Blätter,FALSE,Weintrauben Blätter | A&A International Supermarkt,Buy Weintrauben Blätter at A&A International Supermarkt. Canned Goods — authentic international products.,active
iranstar-extra-long,Iranstar extra Long,<p>Iranstar extra Long — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,4260650342158,,shopify,100,deny,manual,16.00,,TRUE,TRUE,4260650342158,,1,Iranstar extra Long,FALSE,Iranstar extra Long | A&A International Supermarkt,Buy Iranstar extra Long at A&A International Supermarkt. Rice & Grains — authentic international products.,active
iranstar-extra-long,,,A&A International Supermarkt,,Rice & Grains,"rice,-grains",TRUE,Size,Stk,4260650342141,,shopify,100,deny,manual,30.00,,TRUE,TRUE,4260650342141,,,,FALSE,,,active
ariana-extra-long,Ariana extra Long,<p>Ariana extra Long — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,2377772000698,,shopify,100,deny,manual,16.00,,TRUE,TRUE,2377772000698,,1,Ariana extra Long,FALSE,Ariana extra Long | A&A International Supermarkt,Buy Ariana extra Long at A&A International Supermarkt. Rice & Grains — authentic international products.,active
ariana-extra-long,,,A&A International Supermarkt,,Rice & Grains,"rice,-grains",TRUE,Size,Stk,2377772000704,,shopify,100,deny,manual,30.00,,TRUE,TRUE,2377772000704,,,,FALSE,,,active
al-meraj-basmati-reis,Al Meraj Basmati Reis,<p>Al Meraj Basmati Reis — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,4260650342233,,shopify,100,deny,manual,16.00,,TRUE,TRUE,4260650342233,,1,Al Meraj Basmati Reis,FALSE,Al Meraj Basmati Reis | A&A International Supermarkt,Buy Al Meraj Basmati Reis at A&A International Supermarkt. Rice & Grains — authentic international products.,active
sediq-reis,Sediq Reis,<p>Sediq Reis — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,4260650342134,,shopify,100,deny,manual,16.00,,TRUE,TRUE,4260650342134,,1,Sediq Reis,FALSE,Sediq Reis | A&A International Supermarkt,Buy Sediq Reis at A&A International Supermarkt. Rice & Grains — authentic international products.,active
zadran-reis,ZADRAN Reis,<p>ZADRAN Reis — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,4260650342219,,shopify,100,deny,manual,16.00,,TRUE,TRUE,4260650342219,,1,ZADRAN Reis,FALSE,ZADRAN Reis | A&A International Supermarkt,Buy ZADRAN Reis at A&A International Supermarkt. Rice & Grains — authentic international products.,active
sediq,SEDIQ,<p>SEDIQ — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,4260650342127,,shopify,100,deny,manual,30.00,,TRUE,TRUE,4260650342127,,1,SEDIQ,FALSE,SEDIQ | A&A International Supermarkt,Buy SEDIQ at A&A International Supermarkt. Rice & Grains — authentic international products.,active
norzai-reis,NORZAI Reis,<p>NORZAI Reis — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,2377772000759,,shopify,100,deny,manual,32.00,,TRUE,TRUE,2377772000759,,1,NORZAI Reis,FALSE,NORZAI Reis | A&A International Supermarkt,Buy NORZAI Reis at A&A International Supermarkt. Rice & Grains — authentic international products.,active
janan-reis,JANAN Reis,<p>JANAN Reis — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,3109824215274,,shopify,100,deny,manual,17.00,,TRUE,TRUE,3109824215274,,1,JANAN Reis,FALSE,JANAN Reis | A&A International Supermarkt,Buy JANAN Reis at A&A International Supermarkt. Rice & Grains — authentic international products.,active
zadran,ZADRAN,<p>ZADRAN — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,4260650342202,,shopify,100,deny,manual,30.00,,TRUE,TRUE,4260650342202,,1,ZADRAN,FALSE,ZADRAN | A&A International Supermarkt,Buy ZADRAN at A&A International Supermarkt. Rice & Grains — authentic international products.,active
jahnan,JAHNAN,<p>JAHNAN — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,3109824215250,,shopify,100,deny,manual,17.00,,TRUE,TRUE,3109824215250,,1,JAHNAN,FALSE,JAHNAN | A&A International Supermarkt,Buy JAHNAN at A&A International Supermarkt. Rice & Grains — authentic international products.,active
janan,JANAN,<p>JANAN — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,3109824215267,,shopify,100,deny,manual,30.00,,TRUE,TRUE,3109824215267,,1,JANAN,FALSE,JANAN | A&A International Supermarkt,Buy JANAN at A&A International Supermarkt. Rice & Grains — authentic international products.,active
jahnan-reis,JAHNAN Reis,<p>JAHNAN Reis — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,3109824215243,,shopify,100,deny,manual,33.00,,TRUE,TRUE,3109824215243,,1,JAHNAN Reis,FALSE,JAHNAN Reis | A&A International Supermarkt,Buy JAHNAN Reis at A&A International Supermarkt. Rice & Grains — authentic international products.,active
jawhar-dabbar,JAWHAR DABBAR,<p>JAWHAR DABBAR — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,4260650342103,,shopify,100,deny,manual,30.00,,TRUE,TRUE,4260650342103,,1,JAWHAR DABBAR,FALSE,JAWHAR DABBAR | A&A International Supermarkt,Buy JAWHAR DABBAR at A&A International Supermarkt. Rice & Grains — authentic international products.,active
jawhar-darbar,JAWHAR DARBAR,<p>JAWHAR DARBAR — Rice & Grains</p>,A&A International Supermarkt,Food & Grocery,Rice & Grains,"rice,-grains",TRUE,Size,Stk,4260650342110,,shopify,100,deny,manual,16.00,,TRUE,TRUE,4260650342110,,1,JAWHAR DARBAR,FALSE,JAWHAR DARBAR | A&A International Supermarkt,Buy JAWHAR DARBAR at A&A International Supermarkt. Rice & Grains — authentic international products.,active
uelker-rigel,ülker rigel,<p>ülker rigel — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8690504135913,,shopify,100,deny,manual,1.19,,TRUE,TRUE,8690504135913,,1,ülker rigel,FALSE,ülker rigel | A&A International Supermarkt,Buy ülker rigel at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
uelker-rigel-mit-nuss,ülker rigel mit nuss,<p>ülker rigel mit nuss — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8690504027508,,shopify,100,deny,manual,1.19,,TRUE,TRUE,8690504027508,,1,ülker rigel mit nuss,FALSE,ülker rigel mit nuss | A&A International Supermarkt,Buy ülker rigel mit nuss at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
uelker-albeni-rigel,ülker Albeni Rigel,<p>ülker Albeni Rigel — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,8690504034667,,shopify,100,deny,manual,0.99,,TRUE,TRUE,8690504034667,,1,ülker Albeni Rigel,FALSE,ülker Albeni Rigel | A&A International Supermarkt,Buy ülker Albeni Rigel at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
sonnen-blumen-kern,Sonnen blumen Kern,<p>Sonnen blumen Kern — Snacks & Sweets</p>,A&A International Supermarkt,Food & Grocery,Snacks & Sweets,"snacks,-sweets",TRUE,Size,Stk,4260005390087,,shopify,100,deny,manual,1.00,,TRUE,TRUE,4260005390087,,1,Sonnen blumen Kern,FALSE,Sonnen blumen Kern | A&A International Supermarkt,Buy Sonnen blumen Kern at A&A International Supermarkt. Snacks & Sweets — authentic international products.,active
4251924319365,4251924319365,<p>4251924319365 — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,2377772000872,,shopify,100,deny,manual,27.99,,TRUE,TRUE,2377772000872,,1,4251924319365,FALSE,4251924319365 | A&A International Supermarkt,Buy 4251924319365 at A&A International Supermarkt. Household — authentic international products.,active
tassenset-trend-max,Tassenset Trend Max,<p>Tassenset Trend Max — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251924319365,,shopify,100,deny,manual,27.99,,TRUE,TRUE,4251924319365,,1,Tassenset Trend Max,FALSE,Tassenset Trend Max | A&A International Supermarkt,Buy Tassenset Trend Max at A&A International Supermarkt. Household — authentic international products.,active
etagere-set,Etagere Set,<p>Etagere Set — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251924319518,,shopify,100,deny,manual,44.95,,TRUE,TRUE,4251924319518,,1,Etagere Set,FALSE,Etagere Set | A&A International Supermarkt,Buy Etagere Set at A&A International Supermarkt. Household — authentic international products.,active
auflaufform-borcam,Auflaufform Borcam,<p>Auflaufform Borcam — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,8693357477230,,shopify,100,deny,manual,9.99,,TRUE,TRUE,8693357477230,,1,Auflaufform Borcam,FALSE,Auflaufform Borcam | A&A International Supermarkt,Buy Auflaufform Borcam at A&A International Supermarkt. Household — authentic international products.,active
kaffee-tasse-mit-teller,Kaffee Tasse mit Teller,<p>Kaffee Tasse mit Teller — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251924318726,,shopify,100,deny,manual,24.95,,TRUE,TRUE,4251924318726,,1,Kaffee Tasse mit Teller,FALSE,Kaffee Tasse mit Teller | A&A International Supermarkt,Buy Kaffee Tasse mit Teller at A&A International Supermarkt. Household — authentic international products.,active
brotkorb-ekmek-septi,Brotkorb Ekmek septi,<p>Brotkorb Ekmek septi — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251924321412,,shopify,100,deny,manual,9.99,,TRUE,TRUE,4251924321412,,1,Brotkorb Ekmek septi,FALSE,Brotkorb Ekmek septi | A&A International Supermarkt,Buy Brotkorb Ekmek septi at A&A International Supermarkt. Household — authentic international products.,active
etagere-katli-sunum-seti,Etagere Katli sunum seti,<p>Etagere Katli sunum seti — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251924319815,,shopify,100,deny,manual,44.95,,TRUE,TRUE,4251924319815,,1,Etagere Katli sunum seti,FALSE,Etagere Katli sunum seti | A&A International Supermarkt,Buy Etagere Katli sunum seti at A&A International Supermarkt. Household — authentic international products.,active
glass-carave-set,Glass carave Set,<p>Glass carave Set — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251924315749,,shopify,100,deny,manual,25.95,,TRUE,TRUE,4251924315749,,1,Glass carave Set,FALSE,Glass carave Set | A&A International Supermarkt,Buy Glass carave Set at A&A International Supermarkt. Household — authentic international products.,active
tafelservice-set,Tafelservice set,<p>Tafelservice set — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251924313981,,shopify,100,deny,manual,119.95,,TRUE,TRUE,4251924313981,,1,Tafelservice set,FALSE,Tafelservice set | A&A International Supermarkt,Buy Tafelservice set at A&A International Supermarkt. Household — authentic international products.,active
suppen-topfset,Suppen Topfset,<p>Suppen Topfset — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251924319587,,shopify,100,deny,manual,49.95,,TRUE,TRUE,4251924319587,,1,Suppen Topfset,FALSE,Suppen Topfset | A&A International Supermarkt,Buy Suppen Topfset at A&A International Supermarkt. Household — authentic international products.,active
messerblock,Messerblock,<p>Messerblock — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,9507473994344,,shopify,100,deny,manual,24.95,,TRUE,TRUE,9507473994344,,1,Messerblock,FALSE,Messerblock | A&A International Supermarkt,Buy Messerblock at A&A International Supermarkt. Household — authentic international products.,active
glas-schalenset,Glas Schalenset,<p>Glas Schalenset — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,5407006932055,,shopify,100,deny,manual,24.95,,TRUE,TRUE,5407006932055,,1,Glas Schalenset,FALSE,Glas Schalenset | A&A International Supermarkt,Buy Glas Schalenset at A&A International Supermarkt. Household — authentic international products.,active
glas-set,Glas Set,<p>Glas Set — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251924319716,,shopify,100,deny,manual,25.95,,TRUE,TRUE,4251924319716,,1,Glas Set,FALSE,Glas Set | A&A International Supermarkt,Buy Glas Set at A&A International Supermarkt. Household — authentic international products.,active
arabica-glas-set-weiss,Arabica Glas set weiß,<p>Arabica Glas set weiß — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251924315787,,shopify,100,deny,manual,22.95,,TRUE,TRUE,4251924315787,,1,Arabica Glas set weiß,FALSE,Arabica Glas set weiß | A&A International Supermarkt,Buy Arabica Glas set weiß at A&A International Supermarkt. Household — authentic international products.,active
arabica-raeucherstaebchen,Arabica Räucherstäbchen,<p>Arabica Räucherstäbchen — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4031456064489,,shopify,100,deny,manual,3.95,,TRUE,TRUE,4031456064489,,1,Arabica Räucherstäbchen,FALSE,Arabica Räucherstäbchen | A&A International Supermarkt,Buy Arabica Räucherstäbchen at A&A International Supermarkt. Household — authentic international products.,active
luxe-ornament,Luxe Ornament,<p>Luxe Ornament — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251913902226,,shopify,100,deny,manual,9.95,,TRUE,TRUE,4251913902226,,1,Luxe Ornament,FALSE,Luxe Ornament | A&A International Supermarkt,Buy Luxe Ornament at A&A International Supermarkt. Household — authentic international products.,active
kaffeetasse-mit-teller,Kaffeetasse mit Teller,<p>Kaffeetasse mit Teller — Household</p>,A&A International Supermarkt,Food & Grocery,Household,household,TRUE,Size,Stk,4251924318818,,shopify,100,deny,manual,26.99,,TRUE,TRUE,4251924318818,,1,Kaffeetasse mit Teller,FALSE,Kaffeetasse mit Teller | A&A International Supermarkt,Buy Kaffeetasse mit Teller at A&A International Supermarkt. Household — authentic international products.,active
gazi-ayran,GAZI Ayran,<p>GAZI Ayran — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4002566002739,,shopify,100,deny,manual,0.99,,TRUE,TRUE,4002566002739,,1,GAZI Ayran,FALSE,GAZI Ayran | A&A International Supermarkt,Buy GAZI Ayran at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
gouda-schnittkaese,GOUDA Schnittkäse,<p>GOUDA Schnittkäse — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4262422410027,,shopify,100,deny,manual,3.99,,TRUE,TRUE,4262422410027,,1,GOUDA Schnittkäse,FALSE,GOUDA Schnittkäse | A&A International Supermarkt,Buy GOUDA Schnittkäse at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
teigblaetter,Teigblätter,<p>Teigblätter — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,8693730010801,,shopify,100,deny,manual,2.49,,TRUE,TRUE,8693730010801,,1,Teigblätter,FALSE,Teigblätter | A&A International Supermarkt,Buy Teigblätter at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
gazi-ayran,,,A&A International Supermarkt,,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4002566002753,,shopify,100,deny,manual,1.99,,TRUE,TRUE,4002566002753,,,,FALSE,,,active
pasta-filata-kaese,Pasta Filata Käse,<p>Pasta Filata Käse — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4030957181244,,shopify,100,deny,manual,4.99,,TRUE,TRUE,4030957181244,,1,Pasta Filata Käse,FALSE,Pasta Filata Käse | A&A International Supermarkt,Buy Pasta Filata Käse at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
gefluegelfleischwurst,Geflügelfleischwurst,<p>Geflügelfleischwurst — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4017979010004,,shopify,100,deny,manual,4.99,,TRUE,TRUE,4017979010004,,1,Geflügelfleischwurst,FALSE,Geflügelfleischwurst | A&A International Supermarkt,Buy Geflügelfleischwurst at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
gefluegelsalami,Geflügelsalami,<p>Geflügelsalami — Dairy & Refrigerated</p>,A&A International Supermarkt,Food & Grocery,Dairy & Refrigerated,"dairy,-refrigerated",TRUE,Size,Stk,4011259041320,,shopify,100,deny,manual,5.99,,TRUE,TRUE,4011259041320,,1,Geflügelsalami,FALSE,Geflügelsalami | A&A International Supermarkt,Buy Geflügelsalami at A&A International Supermarkt. Dairy & Refrigerated — authentic international products.,active
